"body","entityname","userid","createdAt"
"🌮👌🌶👌🔥","Maize Mexican Grill","10203939764651022","2017-09-27 21:40:34.041+00"
"🌮💃👗💎😍","Tuco And Blondie","1659104244102907","2018-03-25 21:18:25.633+00"
"🌮💩","Jack in the Box","1632251683493765","2017-11-02 04:22:16.859+00"
"🌮🔥🤑","Turbo Tacos","10160009362260456","2018-03-01 03:08:57.974+00"
"🌮🔥🥑🇲🇽","Cielito Lindo","1695707747139533","2018-03-07 18:38:19.079+00"
"🌮😁🍜🌯😋","Seoul Taco","395494837568437","2018-01-21 01:16:56.077+00"
"🌮😈🙈🤤","Taco Bell","10210528750468531","2017-11-21 05:09:14.211+00"
"🌮😋","Maize at the Station","1425689854196183","2017-11-11 21:42:07.222+00"
"🌮😋","Dos Toros Taqueria","1659104244102907","2018-05-18 22:30:46.314+00"
"🌮😋👅👅👅","Seoul Taco","1535483113154459","2017-12-11 03:21:51.051+00"
"🌮😍😱👍","Taco Gringo","114261305893033701653","2018-03-09 22:41:59.29+00"
"🌮😍🙏","Wedge Bar","10214564776338222","2017-09-15 03:50:20.08+00"
"🌮🙂","Saratoga Quarry Park","10210328739483687","2018-03-23 16:33:31.014+00"
"🌮🚙💨","Taco Bell","1111655028939865","2018-05-28 23:17:55.766+00"
"🌮🤔🌶🍟😍","Vatos","904147553087729","2018-05-21 10:52:23.846+00"
"🌮🥑🐔🐟👌","Tallboy Taco","10212886863311893","2018-02-17 20:05:34.146+00"
"🌮🥙🌯🇲🇽🇰🇷","Seoul Taco","10212886863311893","2017-11-09 04:38:26.09+00"
"🌮🥙🌯🦐👍","Mission Taco Joint - Delmar Loop","904147553087729","2018-04-16 06:39:07.548+00"
"🌮🥩😐","Cactus South Lake Union","1425689854196183","2017-12-21 21:46:19.397+00"
"🌮🥪😋👍","Cemitas Puebla","878293195646842","2018-03-19 06:17:24.333+00"
"🌮🥪🤗🤯","Starbird Chicken","10210528750468531","2017-12-10 08:31:35.104+00"
"🌯","Chipotle Mexican Grill","zIXVtn3gqnQH6MF0I88bvyBC6F73","2018-04-30 17:10:26.546+00"
"🌯","One Flew South","10159158025280648","2018-02-09 01:40:26.889+00"
"🌯🇰🇷🌉😍","HRD","10155351902975735","2018-07-03 19:17:26.368+00"
"🌯🇲🇽👪🍻😇","La Cueva","105856798281199967470","2018-03-23 20:54:39.235+00"
"🌯🇲🇽😋","Oscar's Cafe","1111655028939865","2018-05-25 23:44:29.381+00"
"🌯🌅🙅‍♂️🥩🙂","by CHLOE. Rockefeller Center","105856798281199967470","2018-07-19 12:40:51.835+00"
"🌯🌮🇲🇽😋","Panzon","1818871448126667","2018-03-20 19:23:13.121+00"
"🌯🌮🤤🌮🌯","El Roy's Mexican Grill","1632251683493765","2017-11-02 04:14:05.638+00"
"🌯🌮🥇🥈","Taqueria El Buen Sabor","1659104244102907","2018-08-11 22:26:29.316+00"
"🌯🌮🥙😩💦","Benny's Tacos & Chicken Rotisserie in Santa Monica, CA","980183395456784","2017-11-16 21:40:10.691+00"
"🌯🌯👍👍🤤","El Roy's Taco Truck","1632251683493765","2017-11-02 04:55:45.279+00"
"🌯🌯😊🤗","Chipotle Mexican Grill","338336109903457","2017-12-16 02:46:26.504+00"
"🌯🍔🥇⛰️","Oscar's Cafe","878293195646842","2018-02-19 07:00:55.493+00"
"🌯🍳👍👍😁","Short Stack Eatery","10216061483110526","2018-03-18 00:58:28.113+00"
"🌯🍺🇲🇽🥇💯","Taquería El Farolito","878293195646842","2018-04-01 20:07:08.21+00"
"🌯🍻","El Chupacabra Greenwood","imKur6dQMxYb8x5zU0gyJcoLIkw1","2019-01-02 03:42:36.462+00"
"🌯🍻🤼‍♂️🚔🆘","Taco Burrito King","1608334025894651","2018-05-25 19:27:08.501+00"
"🌯🎊🛫❄️✔️","El Pelón Taqueria","10215323205660534","2018-03-18 05:06:12.304+00"
"🌯🏄‍♂️👍😍🤑","Taqueria Los Pericos","1671649076180873","2018-07-31 17:39:34.62+00"
"🌯🏄‍♂️😍🤤","Guerrero's Taqueria","1671649076180873","2018-09-03 19:50:42.447+00"
"🌯👅👍👏","El Toro II","10102728676322882","2018-04-17 00:44:33.835+00"
"🌯👌","Se Come Asi Taqueria","1632251683493765","2017-11-03 02:42:48.142+00"
"🌯👍😘","Huaraches Moroleon","1640736822650363","2018-03-07 23:50:36.266+00"
"🌯👍😛","Cactus South Lake Union","10210328739483687","2018-06-06 04:07:51.902+00"
"🌯🔥🇲🇽","Andalé","zUDmPvF8Jscw9ykmv5nvhNnG7YM2","2018-12-31 00:43:26.422+00"
"🌯😀🍩☕😞","Tim Hortons","10155200088205955","2017-10-21 21:27:14.578+00"
"🌯😋👍","Dos Toros Taqueria","103720633227984488924","2018-02-23 02:51:40.249+00"
"🌯😍","Chipotle Mexican Grill","1016203898519830","2017-12-16 02:17:37.692+00"
"🌯🛫","Norman Y. Mineta San Jose International Airport","imKur6dQMxYb8x5zU0gyJcoLIkw1","2018-12-15 02:20:51.463+00"
"🌯🥑🌶🔥🤪","Chipotle Mexican Grill","10210171819558974","2018-03-13 22:15:18.805+00"
"🌯🥓🐓🥘🥖","Pret A Manger","1748667878486854","2018-03-16 20:48:50.212+00"
"🌯🥗☹","La Finca Coffee & office","106173579224565293482","2018-04-25 19:02:01.973+00"
"🌯🥙🐔😆😍","Chipotle Mexican Grill","1985471078136554","2017-12-02 23:57:31.705+00"
"🌯🥥🍷🍜🇻🇳","Ben Thanh Market","1517874618267474","2018-04-05 06:37:58.157+00"
"🌯🥪🇮🇳🇸🇪💥","Indian Street Food & Co","1726108570780522","2018-04-02 13:06:19.012+00"
"🌯🦐🍹👍😋","Casa Del Mar","110478412661569610356","2018-05-23 23:25:32.445+00"
"🌯🧀🤤💯❗","QDOBA Mexican Eats","1696995083646520","2017-12-20 03:59:52.089+00"
"🌯🧀🥤🙃🙃","QDOBA Mexican Eats","878293195646842","2017-11-28 19:49:00.203+00"
"🌰☕🥐😐","Coffee Obsession","106173579224565293482","2018-08-27 15:03:09.388+00"
"🌱🌿🌼🌴🌳","Bangalore University","1425689854196183","2018-05-22 03:14:50.356+00"
"🌱🍎🙌💯🔥","Greenleaf Gourmet Chopshop","980183395456784","2017-08-31 16:53:04.34+00"
"🌱🍔😯😍🍟","M Burger","113065170374561083115","2018-04-07 22:54:26.265+00"
"🌱🏠🔘😍","The Spheres","IVxTrnRwMxWyhshYhy7iKvbdYmm2","2018-07-04 00:55:29.087+00"
"🌱👩‍🍳🍝😋","Vapiano Chicago Loop","1659104244102907","2018-05-22 18:01:53.808+00"
"🌱😋👥","Sharetea","1818871448126667","2018-03-15 07:05:09.378+00"
"🌱😋🔥🙏","Young Tea","1818871448126667","2018-03-25 20:10:24.398+00"
"🌱🙃🍹👌💡","LOV Restaurant","1659104244102907","2018-07-08 02:17:32.819+00"
"🌱🚿✔️","Thomas M. Siebel Center for Computer Science","10155963998008817","2018-12-17 20:56:56.651+00"
"🌱🥪🍫🥤😃","Chicago Diner","113065170374561083115","2018-04-14 21:29:02.649+00"
"🌲☕🎅☕🌲","Starbucks","878293195646842","2017-11-06 20:04:13.11+00"
"🌲🌲🌲🌲🌲","Stanford University","1748667878486854","2018-05-30 20:35:09.184+00"
"🌲🌳🌱🌳🌲","Carle Park","10213508958830979","2018-03-09 20:11:32.026+00"
"🌲🌳🍃🎓👧","Acharya Bangalore B-School","MMbM4HMgQRdbhu8AHkg7R8GpXcJ2","2018-06-01 15:38:32.401+00"
"🌲🌷🦆🌤🦋","Chicago Botanic Garden","1660353924016921","2018-04-22 17:47:01.307+00"
"🌲🌹🌏🦆🎻","Chicago Botanic Garden","1952478298114591","2018-03-20 19:02:04.628+00"
"🌲🌿🌺☀️👟","Washington Park Arboretum UW Botanic Gardens","rsz45h7FGneakMuNMiLFRbf7Wkm1","2018-05-07 20:29:33.165+00"
"🌲🎅👍","Starbucks","794492160751553","2017-12-12 20:21:51.334+00"
"🌲🏔️🦌🍽️🍷","Log Haven","108032751776815363988","2019-01-25 17:43:28.187+00"
"🌲👈🔜🎄🤩","Calvary Hill Baptist Church","10155200088205955","2018-11-23 21:55:34.183+00"
"🌲👙🌷🌸🌳","Hidden Lake","10212391291791338","2018-06-18 16:21:18.094+00"
"🌲🤡🤦🤷‍♂️🖕","Muir Woods National Monument","1671649076180873","2018-02-24 17:47:21.469+00"
"🌲🥓🍞🥞🌲","Ruth's Diner","10212391291791338","2018-06-17 06:58:25.141+00"
"🌳🌳🌳🌑🛡","The Dark Hedges","105856798281199967470","2018-06-01 10:58:19.203+00"
"🌳🍕🔮","The Cheeseboard Pizza","K1h9GOceX3Pj7vF9tgP7FIGR9903","2018-05-18 02:06:58.1+00"
"🌴☀️🎸🤩👙","Sunset Marquis","108032751776815363988","2018-04-29 03:56:22.449+00"
"🌴☀️🏫🏢☺️","University of Southern California","904147553087729","2018-11-23 08:31:19.154+00"
"🌴🌊☀️👩👙","Gündoğan","gQll82lAPnOnvLSMG3wLY5XgyYp1","2018-07-02 08:26:26.847+00"
"🌴🌞👨‍👩‍👧🏡","Kempegowda International Airport","105541935333594264230","2018-05-16 18:24:10.046+00"
"🌴🌳🌼🌵🏵️","Allan Gardens","0HqYkVD6BCOAI5e3sIeCaSvqFOz1","2019-02-14 00:47:49.027+00"
"🌴🐠🦈🐸🦐","Aquaria Vattenmuseum","1726108570780522","2018-04-02 13:09:49.659+00"
"🌴😍💡🍹⛱️","Beatnik","1659104244102907","2018-08-06 18:00:18.535+00"
"🌴🛴🛴🛴🙄","Venice","10155200088205955","2018-08-02 16:55:53.172+00"
"🌵🐷🌮🙌","Huaraches Moroleon","2026080427715412","2018-03-14 16:24:53.866+00"
"🌵🥐☕🍩🐕","BrewLab Coffee","1947071065321734","2018-03-05 22:36:56.527+00"
"🌶","Lao sze chuan","392930684494545","2018-03-09 20:11:04.55+00"
"🌶","Moca Restaurant","392930684494545","2018-03-09 20:13:06.741+00"
"🌶️","Shiquan","fhGqSOJa9HVfR3jwZAjyyWyA9JA2","2018-08-11 18:07:16.314+00"
"🌶️🌱🍚🐓😋","Thai Grata Restaurant","106173579224565293482","2018-11-25 21:43:12.97+00"
"🌶️🌶️🌶️🍓😅","Happy Quail Farms","106173579224565293482","2018-09-01 19:41:45.342+00"
"🌶️🌶️🌶️😛🤯","HEATONIST","105856798281199967470","2018-07-17 01:54:11.276+00"
"🌶️🌶️🍚🍰🍢","YUP DDUK LA","904147553087729","2018-11-19 04:17:37.581+00"
"🌶️🌶️🍝😅🐕","Noodles and Company","103629337075362","2017-12-03 19:31:33.145+00"
"🌶️🌶️😁🌮🌯","Habanero Baja Grill","878293195646842","2017-12-07 23:02:19.915+00"
"🌶️🌽🥐🏺🥜","World Harvest International & Gourmet","10212391291791338","2018-01-13 06:20:11.558+00"
"🌶️🍅🍩🕳️🤤","Papa Del's","106173579224565293482","2018-12-10 23:59:35.928+00"
"🌶️🍕➕🍺😋","Howie's Artisan Pizza","Ybwj1wTN0rVKBHTbr4YbiK0JMyc2","2019-02-04 00:20:44.123+00"
"🌶️🍖🥗🍲🥘","Sichuan Gourmet","10212391291791338","2018-09-28 17:42:22.489+00"
"🌶️🍗👩‍👧🤤","Broadway Food Hall","106173579224565293482","2018-09-18 21:08:52.6+00"
"🌶️🍚🐂🔥💯","Caribbean Grill","110478412661569610356","2018-08-21 17:23:17.146+00"
"🌶️🍜🍤🤤🤯","Pho Spot","10215323205660534","2018-01-12 05:19:52.23+00"
"🌶️🍜💗","Local Pho","IVxTrnRwMxWyhshYhy7iKvbdYmm2","2018-10-10 01:14:04.533+00"
"🌶️🍤🍨😋👍","2017 S Neil St","1861632643850423","2018-10-13 19:45:45.657+00"
"🌶️🍩👭😂🤣","Amazon Go","106173579224565293482","2018-11-28 01:49:16.061+00"
"🌶️🐂🍚😋👍","Caribbean Grill","10211909841598672","2018-12-01 17:58:18.184+00"
"🌶️🐂🍜😊","Fu Niu Tang Noodle Talk","2053211201557946","2018-10-27 15:57:18.658+00"
"🌶️🐂🏀🍚😋","Caribbean Grill","10211909841598672","2018-10-22 17:39:31.145+00"
"🌶️🐃🐔👍🍺","LandLubber's Raw Bar & Grill","878293195646842","2017-12-29 07:07:16.318+00"
"🌶️🐓🌶️🐟😋","Caribbean Grill","10211909841598672","2018-09-18 22:00:30.338+00"
"🌶️🐓🍕👨‍👩‍👧😍","Howie's Artisan Pizza","106173579224565293482","2018-09-30 00:30:43.068+00"
"🌶️🐓🍚🔜🏠","Biryaniz","106173579224565293482","2018-12-22 19:53:04.153+00"
"🌶️🐓🍟🍺😋","Spreegold","106173579224565293482","2018-10-14 18:30:58.44+00"
"🌶️🐓👎😖🤬","Rachel’s Ginger Beer","106173579224565293482","2018-11-29 00:05:59.569+00"
"🌶️🐓😋","P.F. Chang's","Ybwj1wTN0rVKBHTbr4YbiK0JMyc2","2019-02-10 03:13:42.741+00"
"🌶️🐓🥔🌮🤤","Antique Taco","106173579224565293482","2018-09-11 21:43:57.355+00"
"🌶️🐓🥘😍🤤","Restaurant Khajuraho Indien Fine Dining Bar","106173579224565293482","2018-10-19 20:28:52.672+00"
"🌶️🐓🥡➡️🚆","The Budlong Hot Chicken","106173579224565293482","2018-09-12 00:12:29.284+00"
"🌶️🐓🧀😋😍","Black Dog Smoke & Ale House","106173579224565293482","2018-09-24 04:51:29.472+00"
"🌶️🐔🍨😋","Lao Sze Chuan Chinese Restaurant and Bar","1861632643850423","2018-10-06 00:03:46.659+00"
"🌶️🐔😋👍👍","KFC","10155200088205955","2019-01-11 22:37:59.861+00"
"🌶️🐔🛩️🤤👌","Pok Pok","105856798281199967470","2018-07-31 02:51:04.274+00"
"🌶️🐔🥜🥡😋","Hunan West","10155200088205955","2018-12-31 01:37:28.181+00"
"🌶️🐖🐓🌯👍","Toro Loco","10211909841598672","2018-10-08 17:44:37.933+00"
"🌶️🐟🍅🐂🇨🇳","Shiquan","2053211201557946","2018-08-11 17:48:34.882+00"
"🌶️💥🐓🥑🔥","Bonchon Chicken","10215323205660534","2018-01-13 22:37:37.18+00"
"🌶️💧💵😋","Pho Cafe Thai Kitchen","10215789510238573","2018-02-01 01:08:01.292+00"
"🌶️💻➕🧀🤤","Beecher's Handmade Cheese","106173579224565293482","2018-11-29 02:24:22.2+00"
"🌶️🕺🍺","Mayan Beach Club Restaurant & Tequileria","1958216867729438","2018-01-02 22:06:16.277+00"
"🌶️🥗🍜😋","Noodles and Company","1907525575949047","2017-12-07 04:55:10.766+00"
"🌶️🥣🍚","Chili Cha Cha 2","DL3KVibcrabyl2e1GqBM9ec8h5A3","2018-07-14 20:36:24.799+00"
"🌶️🥫🌽🍚👍","Chilmark General Store","10155200088205955","2018-08-26 13:37:40.112+00"
"🌶🇮🇳🍛🤤🤤","Jay Ho India - Fine Indian Cuisine","10214891722144694","2018-03-01 18:40:27.346+00"
"🌶🌶😋🥗🍲","Chili Garden 山城私房菜","10212391291791338","2018-06-24 05:57:47.826+00"
"🌶🌶😋🥗🥘","Hunan Impression","10212391291791338","2018-06-19 07:16:36.317+00"
"🌶🍗🇧🇶🍚😋","Caribbean Grill","110478412661569610356","2018-06-29 17:28:45.038+00"
"🌶🍛🇮🇳😍😬","Sitara","100162404055730","2017-10-19 17:23:23.627+00"
"🌶🍛🍚😀🇮🇳","Ambar India Restaurant","10212886863311893","2017-11-13 18:04:53.341+00"
"🌶🍛🐟🤤😍","A-Ri-Rang","100162404055730","2017-10-19 16:16:48.6+00"
"🌶🍽🏆😍😍","Chili's Grill & Bar","1958216867729438","2017-11-21 00:34:51.504+00"
"🌶🐓🍕😋🤤","Howie's Artisan Pizza","157924978075040","2018-03-03 21:32:05.899+00"
"🌶🐓🍜🌡😳","Thai Grata Restaurant","Ybwj1wTN0rVKBHTbr4YbiK0JMyc2","2018-05-23 22:05:13.444+00"
"🌶🐓🎯😍🤩","The Roost Carolina Kitchen","106173579224565293482","2018-04-08 04:30:34.874+00"
"🌶🐓🥗🏆🥇","The Budlong Hot Chicken","106173579224565293482","2018-04-29 20:08:27.02+00"
"🌶🐓🥪😋🥈","The Budlong Hot Chicken","878293195646842","2018-04-27 17:53:39.658+00"
"🌶🐔👼","Buffalo Wild Wings","10155963998008817","2018-03-24 03:45:01.442+00"
"🌶🐔🧀👅🔥","장인닭갈비","904147553087729","2018-05-22 07:32:13.307+00"
"🌶🐟🐓😋","R. Thomas' Deluxe Grill","110478412661569610356","2018-03-18 17:54:40.872+00"
"🌶👍😃","Jalapeño Southwest Grill","o46PkWbNgYRxpnespAZaRRATU3n2","2018-06-23 16:01:45.339+00"
"🌶🔥🐔🍛😌","Lao sze chuan","100162404055730","2017-10-19 15:42:04.466+00"
"🌶😻👅😫","Chili's Grill & Bar","1958216867729438","2017-11-01 02:50:54.785+00"
"🌶🛢🐷🥟😋","Golden Harbor Authentic Chinese Cuisine","10155200088205955","2018-04-14 02:47:17.19+00"
"🌶🥩🍲🤔😶","Tozi Korean BBQ","904147553087729","2018-07-23 14:48:14.983+00"
"🌶🥩😋🍲👍","SGD Tofu House","10212391291791338","2018-06-28 08:32:47.021+00"
"🌶🥩🥗🥟😋","JX Cuisine","10212391291791338","2018-06-22 05:34:01.255+00"
"🌶🦏🧀🥑😁","Consuelo Mexican Bistro","106173579224565293482","2018-05-27 01:05:57.935+00"
"🌸🌸🌸🌸😍","Japan House, University of Illinois at Urbana-Champaign","1425689854196183","2018-04-29 21:34:25.613+00"
"🌸🌺👫🚶‍♂️🚶‍♀️","Lincoln at Japan House (East Side)","10212391291791338","2018-10-14 02:39:13.559+00"
"🌸🌼💫👍","Pattaya Thai Restaurant","1811885595488476","2018-03-20 19:30:53.575+00"
"🌸🍄🌷🌼🌹","Brooklyn Botanic Garden","sIqJK66gA3NEKykLrmjt9yJoMJw1","2018-05-10 01:14:20.446+00"
"🌸💮🏵️🌼📸","Stanford Shopping Center","IVxTrnRwMxWyhshYhy7iKvbdYmm2","2018-09-30 01:31:58.768+00"
"🌸🚽➖🔠😄","Anthropologie","106173579224565293482","2018-04-09 18:14:09.638+00"
"🌹🍃🌿🍑😊","Kusmi Tea","106173579224565293482","2018-10-21 07:58:52.12+00"
"🌹🍵➕⚫","Latea Bubble Tea Lounge","1425689854196183","2018-05-03 00:21:03.127+00"
"🌹🍵👃😊😍","Mariage Frères Thé Français","106173579224565293482","2018-10-20 17:37:13.454+00"
"🌹🍾🍫🐻😋","Sugarfina","106173579224565293482","2018-12-03 01:43:46.12+00"
"🌹🔶🤳🥢🤣","Apple Valley Fair","106173579224565293482","2018-10-08 05:05:05.261+00"
"🌹🥐🧡😃😍","Manresa Bread","157924978075040","2018-02-13 01:42:46.246+00"
"🌺❄️🍵⚫😍","Latea Bubble Tea Lounge","1425689854196183","2018-05-04 23:18:44.159+00"
"🌺🌵🌿🍋🌳","Yangjae Flower Market","904147553087729","2018-05-23 05:16:36.575+00"
"🌺🌻🌸🌲😍","Half Moon Bay Nursery","106173579224565293482","2018-09-02 02:44:20.769+00"
"🌺🍮👫👫😍","Stanford Shopping Center","106173579224565293482","2018-09-01 06:58:53.854+00"
"🌼🍷📘","The Elliott Bay Book Company","IVxTrnRwMxWyhshYhy7iKvbdYmm2","2018-12-29 20:23:05.952+00"
"🌽🍞🐔🥑🇻🇪","Paparepas Venezuelan Food Truck","10214788409806965","2018-08-29 20:59:59.307+00"
"🌽🏳️‍🌈♨️♻️🌽","Department of Agriculture and Biological Engineering Sciences","1842834859127406","2018-03-11 02:01:25.833+00"
"🌾🍺🥗😋😍","Gristmill","Ybwj1wTN0rVKBHTbr4YbiK0JMyc2","2018-07-14 16:15:42.506+00"
"🌾🥣🍓💪👍","Fraîche","10155200088205955","2018-12-03 15:43:10.624+00"
"🌿☘️🍀🍃🔮","The Spheres","105856798281199967470","2018-07-25 22:40:02.031+00"
"🌿🌸🛤🚶‍♀️☺","The High Line","10155200088205955","2017-08-31 21:05:11.944+00"
"🌿🌾🚜🚚📝","Monsanto, Thomasboro Research Station","904147553087729","2018-06-14 01:29:58.763+00"
"🌿🌿🌿😊","Home Remedy","IVxTrnRwMxWyhshYhy7iKvbdYmm2","2018-09-10 04:49:53.891+00"
"🌿🍅🥙🙏😍","Garbanzo Mediterranean Fresh","105856798281199967470","2018-03-13 00:32:14.75+00"
"🌿🎒😌🧀👏","Pizza My Heart","10215323205660534","2018-06-07 20:18:41.64+00"
"🍀🍺🇬🇧🇮🇪","The Mussel and Steak Bar","101294742660696617830","2018-03-17 20:06:23.681+00"
"🍀🍺🍻🍔","McDonald's","101294742660696617830","2018-03-02 12:16:26.482+00"
"🍀🍻🇨🇮😌🎶","Fiddler's Hearth","1660353924016921","2018-03-26 03:29:12.639+00"
"🍀🍻🎶🙃","Murphy's Pub","1748667878486854","2018-03-15 02:17:42.066+00"
"🍁","Palais des Congrès in Montreal","ZUMnsHpamKYHTmzpQwbC1dZB6oE3","2018-04-23 22:26:54.616+00"
"🍁☕","Café Van Houtte","AIkwmbmie4VhCquS1ciSGq6g9u53","2018-04-23 16:08:21.915+00"
"🍁☕👍✖️5️⃣","Espresso Vivace","rsz45h7FGneakMuNMiLFRbf7Wkm1","2018-10-30 21:05:54.842+00"
"🍁🥃🎸🎶","Mckibbins Irish Pub","AIkwmbmie4VhCquS1ciSGq6g9u53","2018-04-27 04:29:40.383+00"
"🍃🏭🍫🇬🇩😍","Belmont Estate","108032751776815363988","2018-03-26 16:48:53.675+00"
"🍃😀👍","The Spheres","10210328739483687","2018-07-10 04:26:58.441+00"
"🍃🤔","Biosphere Environmental Museum","nYKFqOP414NlrJz31PhjBmTAblR2","2018-04-28 10:00:04.594+00"
"🍃🤟🙏🌱😋","Ten Ren Tea","1818871448126667","2018-03-17 21:42:30.25+00"
"🍄🌶️🍕😋","Howie's Artisan Pizza","106173579224565293482","2019-02-04 00:15:35.598+00"
"🍄🍄🍄🍄😂","Saratoga Farmers' Market at West Valley College","106173579224565293482","2018-12-15 18:40:08.199+00"
"🍄🍄🍄💪😍","Far West Fungi","106173579224565293482","2018-09-01 19:46:03.267+00"
"🍄🍒🍓😃😍","Saratoga Farmers' Market at West Valley College","106173579224565293482","2018-05-19 21:48:07.149+00"
"🍄🍕🍞🤤🐷","Mellow Mushroom","149333212339665","2018-05-08 20:09:41.09+00"
"🍄🍕👩‍👧😄","Papa Del's","157924978075040","2018-01-16 22:03:30.847+00"
"🍄🍕👫😍","Campbell Farmer's Market","106173579224565293482","2018-10-08 04:57:20.028+00"
"🍄🍕😐👨‍👩‍👧🤗","Gristmill","106173579224565293482","2018-07-14 02:04:47.892+00"
"🍄🍝🧀😋","G.H PASTA Co.","IVxTrnRwMxWyhshYhy7iKvbdYmm2","2019-01-13 21:21:40.014+00"
"🍄🍯🧀🎂🤔","Dominique Ansel Kitchen","10155200088205955","2018-05-18 18:55:54.167+00"
"🍄🍳🍔👌","Umami Burger Grove","904147553087729","2018-11-19 04:20:45.469+00"
"🍄🍵👭👬😃","Far West Fungi","EqqFCv1Cd8h9lvYOkARhuZVm8zw1","2018-09-01 20:22:48.27+00"
